change_group,rank_in_group,validator_address,change_epoch,old_fee,new_fee,fee_delta,activity_epoch,event_type,event_count,event_amount,relative_epoch,panel
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,309,Stake,404,515503.0,27,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,310,Stake,183,553032.0,28,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,310,Unstake,1,2142.0,28,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,311,Stake,53,174149.0,29,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,312,Stake,221,130687.0,30,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,313,Stake,34,199217.0,31,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,314,Stake,380,126337.0,32,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,315,Stake,696,330133.0,33,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,316,Unstake,1,1200000.0,34,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,319,Unstake,3,1773.0,37,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,324,Unstake,75,17647.0,42,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,325,Unstake,2,51.0,43,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,326,Stake,117,771532.0,44,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,326,Unstake,1,10000.0,44,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,328,Stake,128,507224.0,46,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,329,Stake,86,153209.0,47,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,329,Unstake,1,40000.0,47,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,330,Stake,132,206260.0,48,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,331,Stake,476,169878.0,49,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,331,Unstake,2,68692.0,49,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,332,Stake,1,15.0,50,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,1,0x3b5747bc92eb64d7b9a4123c7a3f6108e96aabccecd808e43059c3c0bc70ab00,282,2.0,10.0,8.0,332,Unstake,1,102114.0,50,"increase 1: 0x3b..ab00 | epoch 282
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,218,Stake,1,20000.0,-50,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,218,Unstake,1,850.0,-50,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,219,Stake,1,35.0,-49,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,219,Unstake,2,2251.0,-49,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,220,Unstake,3,40900.0,-48,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,221,Unstake,2,10001.0,-47,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,222,Stake,5,28350.0,-46,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,222,Unstake,1,1000.0,-46,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,223,Stake,2,5269.0,-45,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,223,Unstake,1,1000.0,-45,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,224,Stake,5,11224.0,-44,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,224,Unstake,3,67317.0,-44,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,225,Stake,2,20010.0,-43,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,226,Stake,3,37217.0,-42,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,226,Unstake,3,23753.0,-42,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,227,Stake,6,32695.0,-41,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,227,Unstake,2,1000.0,-41,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,228,Stake,1,10000.0,-40,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,228,Unstake,1,8000.0,-40,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,229,Stake,1,79.0,-39,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,229,Unstake,1,7605.0,-39,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,230,Stake,4,8961.0,-38,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,230,Unstake,9,4340.0,-38,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,231,Stake,2,925.0,-37,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,231,Unstake,9,1184.0,-37,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,232,Stake,9,28291.0,-36,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,232,Unstake,26,29836.0,-36,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,233,Stake,2,420789.0,-35,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,233,Unstake,7,1350.0,-35,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,234,Stake,1,2142.0,-34,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,234,Unstake,1,3110.0,-34,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,235,Stake,2,361418.0,-33,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,235,Unstake,1,20000.0,-33,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,236,Stake,1,50000.0,-32,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,236,Unstake,1,10000.0,-32,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,237,Stake,2,100300.0,-31,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,237,Unstake,2,100250.0,-31,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,238,Stake,2,10100.0,-30,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,238,Unstake,1,11000.0,-30,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,239,Stake,10,417969.0,-29,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,239,Unstake,2,8000.0,-29,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,240,Unstake,6,108774.0,-28,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,241,Stake,2,11450.0,-27,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,242,Unstake,1,100795.0,-26,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,243,Stake,3,44934.0,-25,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,243,Unstake,3,28179.0,-25,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,245,Unstake,1,7481.0,-23,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,246,Stake,1,588.0,-22,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,246,Unstake,1,50000.0,-22,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,247,Stake,3,41344.0,-21,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,247,Unstake,4,179400.0,-21,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,248,Stake,1,7000.0,-20,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,248,Unstake,1,6050.0,-20,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,249,Stake,2,37738.0,-19,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,250,Stake,3,1649.0,-18,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,250,Unstake,1,590.0,-18,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,251,Stake,2,292.0,-17,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,251,Unstake,1,19756.0,-17,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,252,Stake,2,24000.0,-16,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,252,Unstake,1,75.0,-16,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,253,Stake,3,3051.0,-15,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,253,Unstake,1,1000.0,-15,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,254,Stake,1,211.0,-14,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,255,Stake,1,9326.0,-13,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,256,Stake,2,1050.0,-12,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,257,Stake,3,9564.0,-11,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,257,Unstake,1,1300.0,-11,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,258,Stake,1,124.0,-10,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,258,Unstake,1,5000.0,-10,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,259,Unstake,1,280.0,-9,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,260,Stake,1,10000.0,-8,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,261,Stake,3,10430.0,-7,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,263,Unstake,1,5000.0,-5,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,264,Stake,1,300.0,-4,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,265,Unstake,2,37738.0,-3,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,266,Stake,1,1058.0,-2,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,267,Stake,1,228026.0,-1,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,267,Unstake,3,55000.0,-1,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,268,Unstake,1,5140.0,0,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,269,Unstake,2,63736.0,1,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,270,Unstake,1,10000.0,2,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,271,Stake,2,6044.0,3,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,271,Unstake,9,37000.0,3,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,272,Unstake,1,20000.0,4,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,275,Stake,2,754.0,7,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,277,Unstake,1,9500.0,9,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,278,Stake,2,1255.0,10,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,278,Unstake,2,2273.0,10,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,279,Stake,1,999.0,11,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,279,Unstake,1,9326.0,11,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,280,Stake,1,144.0,12,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
increase,2,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,268,2.0,10.0,8.0,281,Stake,1,50.0,13,"increase 2: 0xd6..4638 | epoch 268
2.0% -> 10.0% (+8.00)"
