validator_address,pool_id,total_stake,delegator_address,net_delegated_iota
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0xbcae17a787f402f99a9aa9ba2b1656bf0e89b04271c28ccd18a2df343eb99322,228359.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x69ac5f21ed3e686d004dccfcbbac6163cbecd0dac6c2315a25596c9422bddeff,193659.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x47606ac7334e68eaf78fef8246c7fcad24acce482d8b64b472a62826ffd591c1,193383.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x9231c0e1885b7ee57764c6d6e252db6422af2356a81096c43007c7f60532a9d4,143910.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0xab60e8135a71fba285f9018af451ad3565c7b784508e2b5aca2e7a788fd2d169,132390.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x971234a56343361ccfc851360e6a204c815bc5254fb5d7d25f53c87013857e6b,123615.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x20e8c5e9dbe66e1aa30b4208266b1bdc6d726337239dbe13ece88719a1f23291,120590.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x041bbdc3aca135e53b111336ccca17069f2f85a67c295da6ba8b7684d1657cc8,107700.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x94243f948a8f6228c245fad2ae4a72c4f0d43ea38f880b8300a7c28697c956cb,100580.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x3b60c19d041cdb5992be3f62209f6db3907b792e7e0e068fccbaeb9220720a77,100000.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0xeb97d295a9fc498d8f098101b3f39bbdef7fe90804ed94aa0cb0f20fa740f357,91899.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0xe4e8cdd1f30c2c60aea2c2ec635045ee5bbe06f93816db8e1abf3d6cf7e24b7c,90100.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0xdc34b335d97f9865c4ce0fd77f37f34c8fefbd2f9326cef12e6ca3d6475baa4f,86000.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x1a5ce02aec630fc15c9bf41e80172f9990429a51b16bf16f9ef06a2681ff26aa,80702.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x82214e858774f26f30a0f8777306b7d27e9d64f6fb89edd54b0a635da37397c7,80000.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x6b393b4d69ed67e25455a020d6c742f927c75fb0e33c954ae4b4fb16cd472eb4,74707.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x09323fe25ab2633dd65b4c91dc6dc838e2f6f714fa135c031b482b93780dbb5a,66000.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0x63a7a5e618d8c93c519ce7ccd73b0aa39e48393037039aac2b85c6d50db34a4b,50000.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0xd90e1d20462250ed9c721a4bcb5425f139c8db26fa8f3d9f77344de894b7a138,50000.0
0x1e10a0489d3609569368be4b04bbcb3f143f7a27fb51c07fe526c6848a55d01a,0xa05f4fb4ffbd0b270279feea497a2f9b0b360a0cb754676707fe8669836dbbbe,146221709,0xad89046d86dd9a99fcf6bbbbd5c80bd754ef2720da743ba06fff6bfecb83b60d,50000.0
