id,time,epoch_id,validator_slot,validator_address,stake_action,unstake_action,staked_amount
0x3915bbe329abd78cdccefdaffea541c0dfcfdc084c09f6f9c458504b2a5ff0cf,24,178,1,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,0,1,10000
0x3915bbe329abd78cdccefdaffea541c0dfcfdc084c09f6f9c458504b2a5ff0cf,25,178,1,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,0,1,10000
0x3915bbe329abd78cdccefdaffea541c0dfcfdc084c09f6f9c458504b2a5ff0cf,26,178,1,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,0,1,10000
0x3915bbe329abd78cdccefdaffea541c0dfcfdc084c09f6f9c458504b2a5ff0cf,27,178,1,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,0,1,2675
0x3915bbe329abd78cdccefdaffea541c0dfcfdc084c09f6f9c458504b2a5ff0cf,28,178,1,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,0,1,10000
0x3915bbe329abd78cdccefdaffea541c0dfcfdc084c09f6f9c458504b2a5ff0cf,29,178,1,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,0,1,10000
0x3915bbe329abd78cdccefdaffea541c0dfcfdc084c09f6f9c458504b2a5ff0cf,30,178,1,0x018ceb2744a0a6a0a316d7eb939a0a7a777209e6ded45cb0aa7eddd0d23edc60,0,1,10000
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,1,8,4,0xf2724f3356c42fdc4da69327402b411ecf79d163ae3dcb29bd83e188da1b00d7,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,2,8,1,0x00fc92ff26587e6be7adb081201c953e072088a0a04e0c549e54ce12c83fe829,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,3,8,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,4,8,3,0x864c651958094732a1227134cf7cab7587f05a399398804552553fbc01dba4e7,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,5,8,4,0xf2724f3356c42fdc4da69327402b411ecf79d163ae3dcb29bd83e188da1b00d7,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,6,8,1,0x00fc92ff26587e6be7adb081201c953e072088a0a04e0c549e54ce12c83fe829,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,7,8,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,8,17,3,0x864c651958094732a1227134cf7cab7587f05a399398804552553fbc01dba4e7,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,9,17,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,10,36,4,0xf2724f3356c42fdc4da69327402b411ecf79d163ae3dcb29bd83e188da1b00d7,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,11,36,4,0xf2724f3356c42fdc4da69327402b411ecf79d163ae3dcb29bd83e188da1b00d7,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,12,36,1,0x00fc92ff26587e6be7adb081201c953e072088a0a04e0c549e54ce12c83fe829,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,13,36,1,0x00fc92ff26587e6be7adb081201c953e072088a0a04e0c549e54ce12c83fe829,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,14,36,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,15,36,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,16,36,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,17,36,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,2600
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,18,200,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,19,200,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,20,200,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,21,200,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,22,200,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,23,200,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,0,1,2600
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,24,200,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,0,1,2500
0x393829f50d9470b456ee5e8e010d6139d3b0bf97ffeb43ff8606d8c0b77b1669,25,200,2,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,18900
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,1,178,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,4061
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,2,178,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,4061
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,3,178,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,4061
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,4,210,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,118078
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,5,215,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,118078
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,6,215,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,118664
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,7,218,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,4061
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,8,229,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,4061
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,9,229,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,4061
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,10,229,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,118664
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,11,229,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,25000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,12,229,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,25000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,13,229,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,25000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,14,229,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,25000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,15,229,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,15949
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,16,238,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,9785
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,17,242,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,13623
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,18,249,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,1793
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,19,262,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,25000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,20,262,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,15949
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,21,262,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,13623
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,22,262,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,1793
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,23,262,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,25000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,24,262,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,9785
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,25,262,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,25000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,26,262,1,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,25000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,27,262,2,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,1,0,50000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,28,262,2,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,1,0,50000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,29,262,2,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,1,0,50489
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,30,270,2,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,1,0,50000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,31,270,2,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,1,0,50000
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,32,270,2,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,1,0,24067
0x3a7a852f18cb4da26e8e9d5e729426700402716fa3dd928a87b063eae16d5721,33,354,2,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,1,0,8482
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,1,39,2,0x8e2e13c2ecfda356f07d008885b7bb82befb4d602245c3bff98ad59863162dd8,1,0,11625
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,2,78,2,0x8e2e13c2ecfda356f07d008885b7bb82befb4d602245c3bff98ad59863162dd8,0,1,11625
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,3,88,2,0x8e2e13c2ecfda356f07d008885b7bb82befb4d602245c3bff98ad59863162dd8,1,0,29999
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,4,101,2,0x8e2e13c2ecfda356f07d008885b7bb82befb4d602245c3bff98ad59863162dd8,0,1,29999
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,5,103,3,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,1,0,20100
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,6,109,3,0xd67f6ac6718ae60bf106523f06305a024d5edc0440b13e1a2e4d28ed207c4638,0,1,20100
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,7,117,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,1,0,44997
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,8,130,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,0,1,44997
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,9,132,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,1,0,45994
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,10,145,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,1,0,20910
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,11,147,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,0,1,20910
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,12,150,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,0,1,45994
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,13,158,1,0x6dc06b49261ceac6420a7132dcc13fb95e33d9e163fb6132187b740886b16691,1,0,70000
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,14,158,1,0x6dc06b49261ceac6420a7132dcc13fb95e33d9e163fb6132187b740886b16691,1,0,4200
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,15,296,1,0x6dc06b49261ceac6420a7132dcc13fb95e33d9e163fb6132187b740886b16691,0,1,4200
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,16,296,1,0x6dc06b49261ceac6420a7132dcc13fb95e33d9e163fb6132187b740886b16691,0,1,70000
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,17,298,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,1,0,89990
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,18,299,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,0,1,89990
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,19,306,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,1,0,199995
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,20,312,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,1,0,209730
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,21,312,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,0,1,209730
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,22,313,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,1,0,199997
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,23,334,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,0,1,199995
0x3c14e948ce0e8e1ff9a05f86f5dfe5b36e8fcbc1fb6f2cb345b0d3a94570278e,24,336,4,0xf13d1377ea2b3f22e8b8a4e56fa4ac4f2429db8d50709e514184e5af41e5834e,0,1,199997
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,1,4,3,0x864c651958094732a1227134cf7cab7587f05a399398804552553fbc01dba4e7,1,0,2568
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,2,4,3,0x864c651958094732a1227134cf7cab7587f05a399398804552553fbc01dba4e7,0,1,2568
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,3,4,1,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,2580
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,4,5,1,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,0,1,2580
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,5,71,1,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,1,0,1022
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,6,82,1,0x4d2f2bcffd40e168529406dff721dfb58cabbdec476bcb417f9500cb09072a62,0,1,1022
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,7,88,5,0xd7b2970e3bde4db33fab808bdb19348744723a38d5a6c7b095cdd5a6eb57de34,1,0,1048
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,8,89,5,0xd7b2970e3bde4db33fab808bdb19348744723a38d5a6c7b095cdd5a6eb57de34,0,1,1048
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,9,96,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,6000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,10,96,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,4400
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,11,97,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,4400
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,12,97,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,4000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,13,97,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,4000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,14,97,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,3400
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,15,97,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,3400
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,16,97,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,2500
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,17,97,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,2500
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,18,97,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,1500
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,19,98,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,1500
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,20,98,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,1000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,21,98,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,1000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,22,98,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,6000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,23,98,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,5000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,24,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,5000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,25,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,5991
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,26,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,5991
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,27,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,5600
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,28,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,5600
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,29,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,5000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,30,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,5000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,31,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,4000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,32,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,4000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,33,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,3000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,34,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,3000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,35,127,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,1,0,2000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,36,128,2,0x7f4c2ac3caf95a4f76bcfa14ee5c3bb79214fb940f8431a14aba9f244d33aab5,0,1,2000
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,37,288,4,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,1,0,1504
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,38,288,4,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,0,1,1504
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,39,340,4,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,1,0,1600
0x3c87100068e749f8d45442279d6a6e8c7ea8f08c357f16409c5013cfc9fef637,40,341,4,0x9715544f0255a9bd0c0dc178b5bc8a78fd281b35db3041d72b91aff57f3beb10,0,1,1600
0x3dd62a8bc12acf57fa676eb131a7c637784503342f273b116b1893552a023fda,1,6,4,0xe7f6929a0d929a0ef8c590b840cfbfd12326fc00844841ed623c8c7cd2c3a1a2,1,0,19815
0x3dd62a8bc12acf57fa676eb131a7c637784503342f273b116b1893552a023fda,2,9,4,0xe7f6929a0d929a0ef8c590b840cfbfd12326fc00844841ed623c8c7cd2c3a1a2,1,0,15370
